Brand,Series,Price,Description,link,About
ASUS,TUF,949,"ASUS TUF F15 Gaming Laptop, 15.6inch FHD 144Hz Adaptive-Sync Display, Intel Core i5-11400H, GeForce RTX 3050, 32GB RAM, 1TB PCIe SSD, Webcam, RGB Backlit Keyboard, Wi-Fi 6, Windows 11 Home, Grey",https://www.amazon.com/ASUS-Adaptive-Sync-Display-i5-11400H-Keyboard/dp/B0BLXPXH4B/ref=sr_1_12?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-12,"Memory & StorageThe PC memory has been upgraded to 32GB DDR4 SDRAM for enhanced high bandwidth to easily switch back and forth between open applications; the Hard drive has been upgraded to 1TB PCIe NVMe M.2 SSD for fast boot-up and speedy data transfer
ProcessorIntel Core i5-11400H Processor (6 Cores, 12 Threads, 12MB L3 Cache, 2.7GHz at Base Clock, up to 4.5GHz at Max Boost Clock), with NVIDIA GeForce RTX 3050 Graphics (4GB GDDR6)
Screen15.6-inch, FHD (1920 x 1080) display, Refresh Rate: 144Hz, Adaptive-Sync
Tech Specs1 x Thunderbolt 4, 3 x USB 3.2 Gen 1 Type-A, 1 x RJ45, 1 x HDMI, 1 x 3.5mm Audio Jack
Operating SystemWindows 11 Home - Beautiful, more consistent new design, Great window layout options, Better multi-monitor functionality, Improved performance features, New videogame selection and capabilities, Compatible with Android Apps"
ASUS,ROG Strix Scar 17,"2,899","ASUS ROG Strix Scar 17 (2023) Gaming Laptop, 17.3inch QHD 240Hz/3ms, 100% DCI-P3 Display, GeForce RTX 4080, AMD Ryzen97945HX, 32GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G733PZ-XS96,Off Black",https://www.amazon.com/ASUS-Display-GeForce-7945HX-G733PZ-XS96/dp/B0BSXSFYHP/ref=sr_1_13?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-13,"POWER THROUGH ANYTHING  Powered by Windows 11 Pro, an AMD Ryzen 9 7945HX processor, and NVIDIA GeForce RTX 4080 Laptop GPU at 175W Max TGP, the SCAR 17 allows you to handle even the most demanding games with ease.
LIGHTNING FAST, CRYSTAL CLEAR DISPLAY  You cant beat the enemy if you dont see them coming. The SCAR 17 features an ultra-fast QHD 240Hz/3ms panel and support Dolby Vision HDR, and Adaptive-Sync for a stellar gaming and viewing experience.
ROG INTELLIGENT COOLING  To put this amount of power in a gaming laptop, you need an even better cooling solution. The SCAR features upgraded liquid metal on both the CPU and GPU, and a vapor chamber among other premium features, to allow for better sustained performance over long gaming sessions.
MUX SWITCH WITH ADVANCED OPTIMUS - A MUX Switch increases laptop gaming performance by routing frames directly to the display, while Advanced Optimus optimizes battery life by switching between GPU modes automatically depending on the task.
MAKE THEM STARE  Wrapped in a robust milled aluminum chassis, sporting configurable RGB lighting on the bottom of the chassis and keyboard per key, and adorned with ROG icons in its design, the SCAR 17 stands out in the world of premium gaming laptops.
XBOX GAME PASS ULTIMATE  Get a free 90-day pass and gain access to over 100 high-quality games. With games added all the time, theres always something new to play."
ASUS,Asus Chromebook,NaN,"ASUS C423NA Chromebook 14inch HD Laptop (Intel Dual Core Celeron Processor N3350, 4GB DDR4 RAM, 64GB SSD) Webcam, WiFi, Bluetooth, Type-C, Google Chrome OS - Silver (Renewed)",https://www.amazon.com/C423NA-Chromebook-HD-Processor-Bluetooth/dp/B07ZT682VS/ref=sr_1_14?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-14,"14 inch HD Anti-Glare NanoEdge (Non-TouchScreen) display featuring an ultra-narrow bezel with anti-glare coating to reduce reflections
Memory: 4GB LPDDR4 RAM; Storage: 64GB eMMC SSD (Everything is Original)
Powered by the Intel Dual-Core Celeron N3350 Processor 1.1GHz (2M Cache, turbo up to 2.4 GHz) for fast and snappy performance.
Integrated HD Webcam, Intel HD Graphics 500 , 802.11 Dual Band Wireless-AC 2x2 WLAN + Bluetooth 4.0
Chromebook runs on Chrome OS - an operating system by Google that is built for the way we live today. It comes with built-in virus protection, updates automatically*, boots up in seconds and continues to stay fast over time"
ASUS,NaN,"3,299","ASUS ROG Strix Scar 17 (2023) Gaming Laptop, 17.3inch QHD 240Hz/3ms, 100% DCI-P3 Display, GeForce RTX 4090, AMD Ryzen97945HX, 32GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G733PY-XS96",https://www.amazon.com/ASUS-Display-GeForce-7945HX-G733PY-XS96/dp/B0BT6BHXS4/ref=sr_1_15?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-15,"POWER THROUGH ANYTHING  Powered by Windows 11 Pro, an AMD Ryzen 9 7945HX processor, and NVIDIA GeForce RTX 4090 Laptop GPU at 175W Max TGP, the SCAR 17 allows you to handle even the most demanding games with ease.
BLAZING FAST MEMORY AND STORAGE  Multitask swiftly with 32GB of DDR5-4800MHz memory and say goodbye to loading times with 1TB of PCIe 4x4 in RAID 0 with a raw throughput up to 7000mb/s.
LIGHTNING FAST, CRYSTAL CLEAR DISPLAY  You cant beat the enemy if you dont see them coming. The SCAR 17 features an ultra-fast QHD 240Hz/3ms panel and support Dolby Vision HDR, and Adaptive-Sync for a stellar gaming and viewing experience.
ROG INTELLIGENT COOLING  To put this amount of power in a gaming laptop, you need an even better cooling solution. The SCAR features upgraded liquid metal on both the CPU and GPU, and a vapor chamber among other premium features, to allow for better sustained performance over long gaming sessions.
MUX SWITCH WITH ADVANCED OPTIMUS - A MUX Switch increases laptop gaming performance by routing frames directly to the display, while Advanced Optimus optimizes battery life by switching between GPU modes automatically depending on the task.
MAKE THEM STARE  Wrapped in a robust milled aluminum chassis, sporting configurable RGB lighting on the bottom of the chassis and keyboard per key, and adorned with ROG icons in its design, the SCAR 17 stands out in the world of premium gaming laptops.
XBOX GAME PASS ULTIMATE  Get a free 90-day pass and gain access to over 100 high-quality games. With games added all the time, theres always something new to play."
ASUS,L510MA-DS04,290,"ASUS Laptop L510 Ultra Thin Laptop, 15.6inch FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",https://www.amazon.com/ASUS-Display-Processor-Microsoft-L510MA-DS04/dp/B08XB41YVQ/ref=sr_1_16?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-16,"Efficient Intel Celeron N4020 Processor (4M Cache, up to 2.8 GHz)
15.6inch FHD (1920x1080) Display
128GB eMMC Flash Storage and 4GB DDR4 RAM
Comes with Windows 10 in S mode and a FREE upgrade to Windows 11 (when available1)
Slim and Portable: 0.72inch thin and weighs only 3.59 lbs (battery included)"
ASUS,ROG Strix SCAR 18,NaN,"ASUS ROG Strix Scar 18 (2023) Gaming Laptop, 18inch Nebula Display 16:10 QHD 240Hz/3ms, GeForce RTX 4090, Intel Core i9-13980HX, 32GB DDR5, 2TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G834JY-XS97,Black",https://www.amazon.com/ASUS-Gaming-Laptop-Nebula-Display/dp/B0BS79PRQ2/ref=sr_1_17?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-17,"THE PINNACLE OF PERFORMANCE - Dominate the battlefield with Windows 11 Pro, a 13th Gen Intel Core i9-13980HX processor, and NVIDIA GeForce RTX 4090 Laptop GPU at 175W Max TGP, allowing you to handle even the most demanding games with ease.
BLAZING FAST MEMORY AND STORAGE  Multitask swiftly with 32GB of DDR5-4800MHz memory and speed up loading times with 2TB of PCIe 4x4 in RAID 0 with a raw throughput up to 7000mb/s.
ROG NEBULA DISPLAY  The Nebula standard guarantees a premium display with high specs in all fronts for the best visuals no matter the task. Featuring QHD 240Hz/3ms, 100% DCI-P3, Pantone Validation, among other premium features on the SCAR 18.
ROG INTELLIGENT COOLING  To put this amount of power in a gaming laptop, you need an even better cooling solution. The SCAR features upgraded liquid metal on both the CPU and GPU, and a third intake fan among other premium features, to allow for better sustained performance over long gaming sessions.
MUX SWITCH WITH ADVANCED OPTIMUS - A MUX Switch increases laptop gaming performance by 5-10% by routing frames directly from the dGPU to the display bypassing the iGPU. With Advanced Optimus the switch between iGPU and dGPU becomes automatic based on the task, optimizing battery life."
ASUS,Zephyrus Duo,"3,496","ASUS ROG Zephyrus Duo 16 (2022) Gaming Laptop, 16inch Mini LED 240Hz/3ms, QHD 16:10 Display, 100% DCI-P3, NVIDIA GeForce RTX 4080, AMD Ryzen 9 7945HX, 32GB DDR5, 1TB SSD, Windows 11 Pro, GX650PZ-XS96",https://www.amazon.com/ASUS-Zephyrus-Gaming-Laptop-240Hz/dp/B0BS9Z5FF7/ref=sr_1_18?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-18,"ROG SCREENPAD PLUS  Do more with a second 14.1inch integrated touchscreen that rises automatically as you lift off the lid. The opening doubles as an air intake improving airflow by up to 30% for even better cooling.
THE PINNACLE OF PERFORMANCE - Game or create on the cutting edge with Windows 11 Pro, an AMD Ryzen 9 7945HX processor and NVIDIA GeForce RTX 4080 Laptop GPU at 165W Max TGP.
MULTITASK WITH EASE  With 32GB of high-speed DDR5-4800MHz memory, multitasking is effortless and smooth, while 1TB of PCIe 4x4 storage with a raw throughput up to 7000mb/s allows you to load large files, applications, and games, at warp speeds.
MINI LED DISPLAY  Whether gaming or creating the Duo 16s 16:10 display provides the best experience with its QHD 240Hz/3ms Mini LED panel with up to 1100nits brightness, 1024 dimming zones, and 100% DCI-P3 with Pantone validation.
ROG INTELLIGENT COOLING  To put this amount of power in a thin gaming laptop, you need an even better cooling solution. The Duo 16 features upgraded liquid metal on the CPU, and a wide AAS Plus air intake among other premium features, to allow for better sustained performance over long gaming sessions.
MORE FPS WITH MUX SWITCH - A MUX Switch increases laptop gaming performance by 5-10% by routing frames directly from the dGPU to the display bypassing the iGPU.
XBOX GAME PASS ULTIMATE  Get a free 90-day pass and gain access to over 100 high-quality games. With games added all the time, theres always something new to play."
ASUS,ROG Flow Z13,999,"ASUS ROG Flow Z13 (2022) Gaming Laptop Tablet, 13.4inch 120Hz IPS Type FHD 16:10 Display, Intel Core i5-12500H CPU, 16GB LPDDR5, 512GB PCIe SSD, Free Bundle Detachable RGB Keyboard, GZ301ZA-PS53, Black",https://www.amazon.com/ASUS-Gaming-Laptop-Tablet-120Hz/dp/B0B7KHCTLZ/ref=sr_1_19?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-19,"ULTIMATE VERSATILITY - Z13s tablet form factor gives you the flexibility to follow your flow. Use the touchscreen with active stylus support for drawing and taking notes or attach the included keyboard for serious work and play.
FLEX YOUR PROCESSING POWER - Speed through any task on the go with the Intel Core i5-12500H Processor with 18MB Cache and up to 4.5GHz clock speed.
SAY GOODBYE TO SLOW LOAD TIMES - Store your entire game library on 512GB of swift PCIe 4.0 SSD and alt-tab almost instantly with 16GB of LPDDR5 RAM.
ROG INTELLIGENT COOLING - Great performance in such compact space can only be achieved with even greater cooling, and the Z13 takes it to the next level, with liquid metal on the CPU and a custom vapor chamber module.
EXPAND YOUR VIEW - See everything with a 16:10 13.4inch FHD (1920x1200) 120z touchscreen, covering 100% sRGB color space and PANTONE Validated for the most accurate color reproduction.
XG MOBILE SUPPORT - Connect to the XG Mobile eGPU and docking station to turn your convertible into a workstation. The XG Mobile is smaller than typical eGPUs, but harnesses more power thanks to increased bandwidth. Sold separately."
ASUS,Vivobook Pro 15 OLED,"1,139","ASUS Vivobook Pro 15 OLED Laptop, 15.6inch 2.8K OLED Display, AMD Ryzen 7 6800H Mobile CPU, NVIDIA GeForce RTX 3050 Ti GPU, 16GB RAM, 1TB SSD, Windows 11 Home, Quiet Blue, M6500RE-EB74",https://www.amazon.com/ASUS-Vivobook-Display-GeForce-M6500RE-EB74/dp/B0BFJZHR2B/ref=sr_1_20?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-20,"Complimentary 3-month Adobe Creative Cloud subscription with the purchase. Learn more on ASUS website for more details
ASUS Vivobook Pro 15 OLED laptop comes with 15.6inch2.8K (2880 x 1620) OLED 16:9 aspect ratio with 120Hz refresh rate and ultra-slim NanoEdge bezels
The laptop comes with 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1 Contrast ratio, VESA CERTIFIED Display HDR True Black 600, and Pantone Validated
Latest AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 16MB cache, up to 4.7 GHz max boost) and AMD Radeon Graphics
NVIDIA GeForce RTX 3050 Ti Laptop GPU, with 4GB GDDR6 - Studio Ready"
ASUS,ROG Strix SCAR 15 Gaming Laptop,"2,699","ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6inch 240Hz IPS QHD Display, NVIDIA GeForce RTX 3080 Ti, Intel Core i9 12900H, 32GB DDR5, 1TB SSD, Per-Key RGB Keyboard, Windows 11 Pro, G533ZX-XS96",https://www.amazon.com/ASUS-Display-GeForce-Keyboard-G533ZX-XS96/dp/B09RN27LHT/ref=sr_1_21?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-21,"Aspect Ratio:16:9
NVIDIA GeForce RTX 3080 Ti 16GB GDDR6 - ROG Boost up to 1445 MHz at 150W (125W + 25W with Dynamic Boost)
MUX switch - GPU MUX switch lets the GPU communicate directly with the display, increasing performance and decreasing latency
Latest 12th Gen Intel Core i9-12900H Processor - 24M Cache, up to 5.0 GHz, 14 cores (6 P-cores and 8 E-cores)
240Hz 3ms 15.6inch Quad HD (2560 x 1440) IPS Type Display with 100% DCI-P3
32GB DDR5 4800MHz RAM | 1TB PCIe 4.0 NVMe M.2 Performance SSD | Windows 11 Professional"
ASUS,ROG Strix G17,"2,179","ASUS ROG Strix G17 (2023) Gaming Laptop, 17.3inch QHD 240Hz, GeForce RTX 4070, AMD Ryzen 9 7945HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G713PI-DS94",https://www.amazon.com/ASUS-Gaming-GeForce-Windows-G713PI-DS94/dp/B0BT5SF8X4/ref=sr_1_22?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-22,"ESPORT DOMINATION  Power up with Windows 11, an AMD Ryzen 9 7945HX processor, and an NVIDIA GeForce RTX 4070 Laptop GPU at 140W Max TGP.
BLAZING FAST MEMORY AND STORAGE  Multitask swiftly with 16GB of DDR5-4800MHz memory and speed up loading times with 1TB of PCIe 4x4.
ROG INTELLIGENT COOLING  To put this amount of power in a gaming laptop, you need an even better cooling solution. The Strix features Thermal Grizzlys Conductonaut Extreme liquid metal on the CPU among other premium features, to allow for better sustained performance over long gaming sessions.
COMPETITION HERTZ  As a purpose-built gaming machine, The Strix G17 has a fast QHD 240Hz/3ms panel to help you stay locked to your target. It also covers 100% of the DCI-P3 color space and feature Dolby Vision and Adaptive-Sync support for a stellar viewing experience.
MUX SWITCH WITH ADVANCED OPTIMUS - A MUX Switch increases laptop gaming performance by 5-10% by routing frames directly from the dGPU to the display bypassing the iGPU. With Advanced Optimus the switch between iGPU and dGPU becomes automatic based on the task optimizing battery life.
XBOX GAME PASS ULTIMATE  Get a free 90-day pass and gain access to over 100 high-quality games. With games added all the time, theres always something new to play."
ASUS,Zephyrus 14,"1,319",Asus - ROG Zephyrus 14 WQXGA 120Hz Gaming Laptop  AMD Ryzen 9 6900HS AMD Radeon RX 6700S-Window 11 Homewith HDMI Cable(16GB RAM | 1TB SSD),https://www.amazon.com/Asus-Zephyrus-6900HS-6700S-Window-Home%EF%BC%8C/dp/B0BPM64574/ref=sr_1_23?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-23,"AMD Ryzen 9 6900HS 8 Core - 16 Thread Processor, 3.3 GHz (Max Turbo Frequency 4.9 GHz), 16 MB Smart Cache Windows 11 Home
AMD Radeon RX 6700S w/ 8 GB GDDR6
14 WQXGA (2560 x 1600) 120Hz 3ms IPS-Level, 500-nits, 100 percentage DCI-P3
16 GB of fast DDR5 4800MHz Ram1TB PCIe NVMe SSD; Original Seal is opened for upgrade ONLY. And we do provide a 1-year standard warranty on upgraded RAM/SSD
MUX Switch for Direct GPU ModeFor competitive games, use the built-in MUX switch to switch to direct GPU mode to reduces latency and boost performance by an average of 9 percentage
Robust Connectivity1x HDMI 2.0b, 2x USB 3.2 Type A (Gen 2), 2x USB 3.2 Type C
Features 720p IR Camera, Backlit Keyboard, Windows HelloWiFi 6E"
ASUS,TUF Gaming F15,"1,299","ASUS TUF Gaming F15 Gaming Laptop, 15.6inch 144Hz FHD IPS-Type Display, Intel Core i7-11800H Processor, GeForce RTX 3060, 16GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi 6, Windows 10 Home, TUF506HM-ES76",https://www.amazon.com/ASUS-IPS-Type-i7-11800H-Processor-TUF506HM-ES76/dp/B096VBG93J/ref=sr_1_24?qid=1686388560&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-24,"Aspect Ratio:16:9
NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics up to 1630MHz at 90W (95W with Dynamic Boost 2.0)
11th Gen Intel Core i7-11800H Processor (24M Cache, up to 4.6 GHz, 8 Cores)
15.6inch 144Hz Full HD (1920x1080) IPS-Type display
1TB PCIe NVMe M.2 SSD | 16GB DDR4 3200MHz RAM
Durable MIL-STD-810H military standard construction"
ASUS,TUF Gaming A15,745,"ASUS TUF Gaming A15 Gaming Laptop, 15.6inch 144Hz FHD IPS-Type, AMD Ryzen 5 4600H, GeForce GTX 1650, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FA506IH-AS53",https://www.amazon.com/ASUS-IPS-Type-GeForce-Gigabit-FA506IH-AS53/dp/B0865THZCL/ref=sr_1_25?qid=1686388563&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-25,"NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics (Base: 1380MHz, Boost: 1515MHz, TDP: 50W)
AMD Ryzen 5 4600H Processor (up to 4.0 GHz)
15.6inch 144Hz FHD (1920x1080) IPS-Type display
512GB PCIe NVMe M.2 SSD | 8GB DDR4 3200MHz RAM | Windows 10 Home
Durable MIL-STD-810H military standard construction"
ASUS,Zephyrus 14,"1,279",Asus 2022 Newest ASUS - ROG Zephyrus 14'' FHD 144Hz Gaming Laptop - AMD Ryzen 7 5800HS - NVIDIA GeForce RTX 3060 - Moonlight White w/Mouse Pad (24GB RAM|1TB PCIe SSD),https://www.amazon.com/Asus-2022-Newest-ASUS-Moonlight/dp/B0B82F1WSV/ref=sr_1_26?qid=1686388563&refinements=p_89%3AASUS%2Cp_n_feature_twenty-seven_browse-bin%3A23710032011&rnid=23710028011&s=computers-intl-ship&sr=1-26,
